Uniprot ID,Gene-name,Lung,,,Spleen (White pulp),,,Liver,,,Heart,,, Renal cortex,,,Renal medulla,,,Testis,,,Thyroid,,
Q9BZH6,WDR11,,,,,,,,,,,,,,,,,,,,,,0.4198 ,0.0029 ,0.0227 
Q9BZK3,NACA4P,,,,-0.2905 ,0.0112 ,0.0460 ,,,,,,,,,,,,,,,,,,
Q9BZK7,TBL1XR1,,,,,,,,,,,,,,,,,,,,,,0.6374 ,0.0000 ,0.0011 
Q9BZL1,UBL5,,,,,,,,,,,,,,,,0.7664 ,0.0034 ,0.0491 ,,,,0.3794 ,0.0092 ,0.0469 
Q9BZL4,PPP1R12C,,,,,,,,,,,,,0.3018 ,0.0031 ,0.0183 ,,,,,,,,,
Q9BZQ8,NIBAN1,,,,-0.2879 ,0.0115 ,0.0467 ,,,,-0.4112 ,0.0001 ,0.0018 ,,,,,,,,,,,,
Q9BZR6,RTN4R,,,,,,,,,,,,,,,,,,,,,,0.8571 ,0.0094 ,0.0477 
Q9BZV1,UBXN6,,,,,,,-0.2829 ,0.0093 ,0.0369 ,,,,,,,,,,,,,,,
Q9BZW2,SLC13A1,,,,,,,,,,,,,-0.5363 ,0.0008 ,0.0069 ,,,,,,,,,
Q9BZX2,UCK2,,,,,,,0.7168 ,0.0000 ,0.0005 ,,,,0.2700 ,0.0051 ,0.0275 ,,,,,,,,,
Q9BZZ2,SIGLEC1,0.5371 ,0.0028 ,0.0200 ,,,,,,,0.3710 ,0.0024 ,0.0142 ,1.0143 ,0.0084 ,0.0399 ,,,,,,,,,
Q9C019,TRIM15,,,,,,,0.7406 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,
Q9C035,TRIM5,-0.4239 ,0.0031 ,0.0212 ,,,,,,,,,,,,,,,,,,,,,
Q9C037,TRIM4,,,,,,,,,,,,,,,,,,,,,,0.2794 ,0.0084 ,0.0444 
Q9C0B5,ZDHHC5,,,,0.3014 ,0.0122 ,0.0487 ,0.3236 ,0.0103 ,0.0397 ,,,,0.3013 ,0.0001 ,0.0010 ,,,,,,,,,
Q9C0C2,TNKS1BP1,,,,0.3373 ,0.0043 ,0.0235 ,,,,,,,0.4709 ,0.0000 ,0.0000 ,,,,,,,,,
Q9C0C9,UBE2O,-0.6049 ,0.0018 ,0.0147 ,,,,,,,,,,,,,,,,,,,,,
Q9C0D3,ZYG11B,-0.2961 ,0.0008 ,0.0087 ,,,,,,,,,,,,,,,,,,,,,
Q9C0G0,ZNF407,,,,,,,,,,,,,-0.5115 ,0.0114 ,0.0499 ,,,,,,,,,
Q9C0H2,TTYH3,,,,,,,,,,,,,0.5943 ,0.0083 ,0.0395 ,,,,,,,,,
Q9C0H9,SRCIN1,,,,,,,0.3816 ,0.0048 ,0.0224 ,,,,,,,,,,,,,,,
Q9C0J8,WDR33,,,,0.2997 ,0.0093 ,0.0404 ,,,,,,,,,,,,,,,,,,
Q9GZL7,WDR12,0.3961 ,0.0078 ,0.0414 ,,,,0.5198 ,0.0000 ,0.0002 ,,,,,,,,,,,,,0.6415 ,0.0000 ,0.0004 
Q9GZM7,TINAGL1,,,,,,,,,,0.3126 ,0.0000 ,0.0001 ,,,,,,,,,,,,
Q9GZN8,C20orf27,,,,,,,,,,,,,,,,-0.4547 ,0.0007 ,0.0216 ,,,,,,
Q9GZP4,PITHD1,-0.6416 ,0.0012 ,0.0110 ,-0.6521 ,0.0008 ,0.0071 ,,,,,,,-0.2797 ,0.0003 ,0.0031 ,,,,,,,,,
Q9GZP8,IMUP,,,,,,,,,,0.7011 ,0.0000 ,0.0000 ,,,,,,,,,,,,
Q9GZP9,DERL2,0.5545 ,0.0004 ,0.0045 ,0.5861 ,0.0050 ,0.0261 ,,,,,,,,,,,,,,,,,,
Q9GZQ8,MAP1LC3B,0.6218 ,0.0052 ,0.0308 ,,,,0.6498 ,0.0000 ,0.0000 ,,,,0.5212 ,0.0041 ,0.0232 ,,,,,,,,,
Q9GZR7,DDX24,,,,0.4356 ,0.0002 ,0.0027 ,,,,,,,0.3926 ,0.0025 ,0.0159 ,,,,,,,0.3935 ,0.0005 ,0.0078 
Q9GZS1,POLR1E,0.6320 ,0.0001 ,0.0015 ,,,,0.3998 ,0.0001 ,0.0010 ,,,,,,,,,,,,,,,
Q9GZS3,WDR61,0.4732 ,0.0006 ,0.0063 ,,,,0.3663 ,0.0043 ,0.0205 ,,,,,,,,,,,,,0.3269 ,0.0095 ,0.0477 
Q9GZT3,SLIRP,0.6260 ,0.0000 ,0.0002 ,0.5260 ,0.0008 ,0.0067 ,,,,,,,-0.3132 ,0.0019 ,0.0128 ,,,,,,,,,
Q9GZT8,NIF3L1,,,,-0.7755 ,0.0000 ,0.0000 ,-0.4012 ,0.0000 ,0.0001 ,,,,-0.4967 ,0.0000 ,0.0000 ,,,,,,,,,
Q9GZT9,EGLN1,,,,,,,0.4941 ,0.0000 ,0.0001 ,,,,0.2823 ,0.0004 ,0.0042 ,,,,,,,1.5528 ,0.0000 ,0.0003 
Q9GZU7,CTDSP1,-0.3130 ,0.0009 ,0.0088 ,,,,,,,,,,,,,,,,,,,,,
Q9GZV4,EIF5A2,0.6063 ,0.0009 ,0.0090 ,,,,,,,0.4880 ,0.0025 ,0.0144 ,,,,,,,,,,,,
Q9GZV5,WWTR1,,,,,,,,,,,,,-0.2662 ,0.0087 ,0.0409 ,,,,,,,,,
Q9GZZ1,NAA50,0.2966 ,0.0002 ,0.0030 ,,,,0.3613 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q9GZZ8,LACRT,1.1013 ,0.0018 ,0.0147 ,,,,,,,,,,,,,,,,,,,,,
Q9GZZ9,UBA5,,,,-0.3874 ,0.0009 ,0.0072 ,,,,,,,,,,,,,,,,,,
Q9H008,LHPP,-0.5703 ,0.0034 ,0.0229 ,-0.7823 ,0.0015 ,0.0105 ,-0.6142 ,0.0001 ,0.0012 ,,,,-0.7370 ,0.0006 ,0.0054 ,,,,,,,,,
Q9H019,MTFR1L,0.5210 ,0.0016 ,0.0135 ,,,,,,,,,,-0.3399 ,0.0085 ,0.0401 ,,,,,,,,,
Q9H061,TMEM126A,0.3290 ,0.0031 ,0.0215 ,0.5712 ,0.0001 ,0.0017 ,,,,,,,,,,0.4928 ,0.0012 ,0.0277 ,,,,0.5030 ,0.0039 ,0.0272 
Q9H078,CLPB,0.5244 ,0.0001 ,0.0019 ,0.6112 ,0.0000 ,0.0006 ,0.2893 ,0.0000 ,0.0001 ,,,,,,,,,,,,,0.6182 ,0.0026 ,0.0214 
Q9H089,LSG1,,,,,,,0.6015 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,
Q9H098,FAM107B,,,,-0.6084 ,0.0020 ,0.0133 ,,,,,,,,,,,,,,,,-0.4393 ,0.0076 ,0.0419 
Q9H0A0,NAT10,,,,,,,0.5099 ,0.0000 ,0.0004 ,,,,,,,,,,,,,0.6426 ,0.0000 ,0.0001 
Q9H0B6,KLC2,,,,,,,,,,,,,0.3478 ,0.0003 ,0.0031 ,,,,,,,,,
Q9H0B8,CRISPLD2,0.9511 ,0.0000 ,0.0003 ,,,,,,,,,,0.6535 ,0.0007 ,0.0059 ,,,,,,,,,
Q9H0D6,XRN2,,,,0.3616 ,0.0007 ,0.0065 ,0.5882 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q9H0E2,TOLLIP,,,,-0.3128 ,0.0008 ,0.0071 ,,,,,,,,,,,,,,,,,,
Q9H0N5,PCBD2,,,,,,,,,,,,,,,,,,,,,,-0.4102 ,0.0087 ,0.0456 
Q9H0P0,NT5C3A,,,,,,,0.4382 ,0.0000 ,0.0003 ,,,,,,,,,,,,,,,
Q9H0R3,TMEM222,,,,,,,,,,,,,0.4943 ,0.0086 ,0.0404 ,,,,,,,,,
Q9H0R4,HDHD2,-0.8717 ,0.0016 ,0.0135 ,-1.0901 ,0.0000 ,0.0007 ,-1.0306 ,0.0000 ,0.0003 ,-0.3305 ,0.0000 ,0.0002 ,-0.7080 ,0.0000 ,0.0000 ,-0.6391 ,0.0002 ,0.0099 ,,,,-0.7126 ,0.0003 ,0.0064 
Q9H0R6,QRSL1,,,,,,,0.5154 ,0.0001 ,0.0010 ,,,,,,,,,,,,,,,
Q9H0R8,GABARAPL1,1.0072 ,0.0035 ,0.0232 ,,,,,,,0.3113 ,0.0097 ,0.0394 ,0.4818 ,0.0000 ,0.0008 ,0.6477 ,0.0001 ,0.0071 ,,,,,,
Q9H0S4,DDX47,0.4990 ,0.0002 ,0.0033 ,,,,0.5031 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
Q9H0U3,MAGT1,0.6412 ,0.0000 ,0.0001 ,0.4287 ,0.0003 ,0.0031 ,,,,,,,0.2656 ,0.0000 ,0.0001 ,,,,,,,,,
Q9H0U4,RAB1B,,,,,,,,,,,,,,,,,,,,,,0.5192 ,0.0047 ,0.0305 
Q9H0U6,MRPL18,0.5299 ,0.0001 ,0.0011 ,,,,,,,0.4105 ,0.0121 ,0.0464 ,,,,,,,,,,,,
Q9H0V1,TMEM168,,,,0.4137 ,0.0027 ,0.0166 ,,,,,,,,,,,,,,,,,,
Q9H0W5,CCDC8,,,,,,,,,,-0.3905 ,0.0000 ,0.0002 ,,,,,,,,,,,,
Q9H0W9,C11orf54,,,,,,,,,,,,,-0.8144 ,0.0000 ,0.0003 ,,,,,,,,,
Q9H0X4,FAM234A,,,,,,,,,,,,,-0.3867 ,0.0001 ,0.0012 ,,,,,,,,,
Q9H0X9,OSBPL5,,,,0.3402 ,0.0012 ,0.0094 ,,,,,,,,,,,,,,,,,,
Q9H1A4,ANAPC1,0.6338 ,0.0071 ,0.0384 ,,,,,,,,,,,,,,,,,,,,,
Q9H1B7,IRF2BPL,,,,,,,,,,,,,0.2943 ,0.0022 ,0.0144 ,,,,,,,0.4900 ,0.0000 ,0.0017 
Q9H1C4,UNC93B1,,,,1.0451 ,0.0001 ,0.0015 ,,,,,,,,,,,,,,,,,,
Q9H1C7,CYSTM1,,,,,,,,,,,,,1.2097 ,0.0000 ,0.0001 ,1.3033 ,0.0001 ,0.0061 ,,,,,,
Q9H1E5,TMX4,,,,0.7187 ,0.0000 ,0.0000 ,0.4204 ,0.0001 ,0.0006 ,,,,,,,,,,,,,,,
Q9H1H9,KIF13A,,,,,,,,,,-0.3016 ,0.0002 ,0.0019 ,,,,-0.5806 ,0.0000 ,0.0015 ,,,,,,
Q9H1I8,ASCC2,0.2726 ,0.0090 ,0.0453 ,,,,,,,,,,,,,,,,,,,,,
Q9H1K1,ISCU,0.6287 ,0.0001 ,0.0012 ,,,,0.4190 ,0.0002 ,0.0017 ,,,,,,,,,,,,,,,
Q9H1X3,DNAJC25,0.5685 ,0.0074 ,0.0396 ,,,,-0.3776 ,0.0103 ,0.0397 ,,,,0.4950 ,0.0000 ,0.0008 ,0.5624 ,0.0008 ,0.0231 ,,,,,,
Q9H221,ABCG8,,,,,,,-0.5491 ,0.0100 ,0.0391 ,,,,,,,,,,,,,,,
Q9H227,GBA3,,,,,,,,,,,,,-0.5119 ,0.0113 ,0.0497 ,,,,,,,,,
Q9H239,MMP28,,,,,,,,,,0.8675 ,0.0016 ,0.0104 ,,,,,,,,,,,,
Q9H254,SPTBN4,,,,,,,,,,0.4763 ,0.0000 ,0.0002 ,,,,,,,,,,,,
Q9H257,CARD9,,,,0.5647 ,0.0022 ,0.0146 ,,,,,,,,,,,,,,,,,,
Q9H269,VPS16,,,,,,,,,,,,,,,,,,,,,,0.3481 ,0.0028 ,0.0219 
Q9H270,VPS11,,,,,,,,,,,,,,,,,,,,,,0.3147 ,0.0058 ,0.0347 
Q9H299,SH3BGRL3,,,,-1.5798 ,0.0000 ,0.0003 ,,,,-0.6888 ,0.0007 ,0.0060 ,,,,,,,,,,,,
Q9H2A7,CXCL16,-0.2852 ,0.0015 ,0.0134 ,,,,,,,,,,,,,,,,,,,,,
Q9H2B4,SLC26A1,,,,,,,,,,,,,-0.7642 ,0.0000 ,0.0000 ,,,,,,,,,
Q9H2D6,TRIOBP,-0.3718 ,0.0067 ,0.0370 ,0.3693 ,0.0006 ,0.0058 ,,,,,,,0.2661 ,0.0006 ,0.0053 ,,,,,,,,,
Q9H2G4,TSPYL2,0.9787 ,0.0033 ,0.0227 ,,,,,,,,,,,,,,,,,,,,,
Q9H2G9,BLZF1,,,,,,,0.4193 ,0.0038 ,0.0187 ,,,,,,,,,,,,,,,
Q9H2I8,LRMDA,,,,,,,-0.2910 ,0.0117 ,0.0439 ,,,,,,,,,,,,,,,
Q9H2J4,PDCL3,,,,,,,0.5880 ,0.0005 ,0.0042 ,,,,,,,,,,,,,,,
Q9H2K0,MTIF3,,,,,,,0.3077 ,0.0021 ,0.0117 ,0.2813 ,0.0006 ,0.0051 ,,,,,,,,,,,,
Q9H2L5,RASSF4,,,,,,,,,,,,,,,,,,,,,,0.6015 ,0.0002 ,0.0053 
Q9H2M3,BHMT2,,,,,,,,,,,,,-1.2463 ,0.0000 ,0.0001 ,,,,,,,,,
Q9H2M9,RAB3GAP2,,,,,,,,,,,,,,,,,,,,,,0.2695 ,0.0045 ,0.0298 
Q9H2P9,DPH5,,,,,,,,,,,,,-0.3802 ,0.0001 ,0.0012 ,,,,,,,,,
Q9H2U2,PPA2,0.9168 ,0.0000 ,0.0006 ,0.5052 ,0.0000 ,0.0002 ,0.6894 ,0.0000 ,0.0000 ,,,,-0.2865 ,0.0052 ,0.0278 ,,,,,,,,,
Q9H2W6,MRPL46,,,,,,,0.3820 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q9H2X0,CHRD,,,,,,,,,,,,,0.5745 ,0.0006 ,0.0057 ,,,,,,,,,
Q9H2X3,CLEC4M,,,,,,,-2.1973 ,0.0091 ,0.0363 ,,,,,,,,,,,,,,,
Q9H300,PARL,0.7337 ,0.0023 ,0.0172 ,0.3363 ,0.0068 ,0.0322 ,,,,,,,0.3670 ,0.0042 ,0.0241 ,,,,,,,,,
Q9H307,PNN,,,,,,,0.3021 ,0.0001 ,0.0010 ,,,,,,,0.3583 ,0.0010 ,0.0256 ,,,,0.3917 ,0.0008 ,0.0100 
Q9H330,TMEM245,,,,,,,,,,0.5137 ,0.0000 ,0.0001 ,0.3967 ,0.0000 ,0.0005 ,,,,,,,0.7050 ,0.0004 ,0.0075 
Q9H361,PABPC3,,,,,,,0.8075 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q9H3F6,KCTD10,,,,,,,0.6637 ,0.0031 ,0.0161 ,,,,0.4517 ,0.0000 ,0.0001 ,,,,,,,,,
Q9H3G5,CPVL,,,,-0.4147 ,0.0108 ,0.0448 ,,,,,,,0.4209 ,0.0031 ,0.0186 ,,,,,,,,,
Q9H3H3,C11orf68,,,,-0.4744 ,0.0068 ,0.0323 ,,,,,,,-0.2731 ,0.0011 ,0.0088 ,-0.3608 ,0.0029 ,0.0450 ,,,,,,
Q9H3H9,TCEAL2,,,,,,,,,,,,,-0.5386 ,0.0058 ,0.0303 ,,,,,,,,,
Q9H3K2,GHITM,,,,0.5413 ,0.0000 ,0.0003 ,0.4197 ,0.0026 ,0.0141 ,,,,0.3082 ,0.0029 ,0.0177 ,0.6562 ,0.0000 ,0.0022 ,,,,,,
Q9H3K6,BOLA2,,,,-0.4660 ,0.0016 ,0.0113 ,,,,,,,,,,,,,,,,,,
Q9H3N1,TMX1,,,,0.4080 ,0.0002 ,0.0023 ,,,,,,,,,,,,,,,,,,
Q9H3P2,NELFA,-0.2988 ,0.0014 ,0.0127 ,,,,,,,,,,,,,,,,,,,,,
Q9H3P7,ACBD3,0.4910 ,0.0000 ,0.0006 ,,,,0.4806 ,0.0000 ,0.0002 ,,,,0.3622 ,0.0000 ,0.0000 ,0.2897 ,0.0001 ,0.0069 ,,,,,,
Q9H3Q1,CDC42EP4,,,,,,,,,,0.2633 ,0.0036 ,0.0189 ,0.3416 ,0.0010 ,0.0077 ,,,,,,,0.4673 ,0.0005 ,0.0077 
Q9H3R2,MUC13,,,,,,,0.9959 ,0.0080 ,0.0330 ,,,,,,,,,,,,,,,
Q9H3U1,UNC45A,,,,,,,,,,,,,,,,,,,,,,0.3463 ,0.0006 ,0.0086 
Q9H3U7,SMOC2,,,,,,,,,,,,,,,,-0.7459 ,0.0013 ,0.0292 ,,,,,,
Q9H3Z4,DNAJC5,,,,0.5061 ,0.0001 ,0.0016 ,,,,,,,0.3501 ,0.0052 ,0.0278 ,0.4194 ,0.0023 ,0.0398 ,,,,,,
Q9H444,CHMP4B,,,,0.2957 ,0.0016 ,0.0116 ,0.5217 ,0.0006 ,0.0044 ,,,,0.5022 ,0.0000 ,0.0008 ,0.7167 ,0.0017 ,0.0329 ,,,,,,
Q9H461,FZD8,,,,,,,,,,,,,,,,,,,,,,0.9233 ,0.0002 ,0.0043 
Q9H477,RBKS,,,,-0.5888 ,0.0120 ,0.0484 ,-0.4585 ,0.0044 ,0.0210 ,,,,-0.6162 ,0.0000 ,0.0002 ,,,,,,,,,
Q9H479,FN3K,-0.8879 ,0.0000 ,0.0001 ,-0.8600 ,0.0027 ,0.0165 ,-0.6338 ,0.0090 ,0.0359 ,,,,-0.5322 ,0.0000 ,0.0000 ,,,,,,,,,
Q9H488,POFUT1,0.3138 ,0.0001 ,0.0015 ,,,,-0.2731 ,0.0005 ,0.0036 ,,,,,,,,,,,,,,,
Q9H4A3,WNK1,,,,,,,,,,0.2902 ,0.0000 ,0.0003 ,0.2964 ,0.0040 ,0.0231 ,,,,,,,,,
Q9H4A4,RNPEP,,,,-0.6092 ,0.0006 ,0.0052 ,-0.5069 ,0.0001 ,0.0014 ,,,,-0.4032 ,0.0000 ,0.0001 ,-0.5409 ,0.0000 ,0.0010 ,,,,,,
Q9H4A5,GOLPH3L,,,,,,,0.4903 ,0.0014 ,0.0088 ,,,,,,,,,,,,,,,
Q9H4A6,GOLPH3,0.4162 ,0.0024 ,0.0181 ,0.2798 ,0.0009 ,0.0078 ,0.9340 ,0.0000 ,0.0000 ,,,,0.4606 ,0.0000 ,0.0000 ,0.4419 ,0.0000 ,0.0023 ,,,,0.4364 ,0.0009 ,0.0110 
Q9H4B0,OSGEPL1,,,,,,,,,,,,,-0.3734 ,0.0000 ,0.0005 ,,,,,,,,,
Q9H4B7,TUBB1,,,,-0.8413 ,0.0005 ,0.0047 ,,,,,,,,,,,,,,,,,,
Q9H4F8,SMOC1,,,,-0.7537 ,0.0003 ,0.0035 ,,,,,,,,,,,,,,,,,,
Q9H4G0,EPB41L1,,,,,,,,,,,,,,,,,,,,,,-0.5186 ,0.0014 ,0.0141 
Q9H4I2,ZHX3,,,,,,,,,,,,,0.3013 ,0.0009 ,0.0075 ,,,,,,,,,
Q9H4I3,TRABD,,,,,,,0.3818 ,0.0022 ,0.0121 ,,,,0.4427 ,0.0114 ,0.0498 ,,,,,,,,,
Q9H4K7,MTG2,,,,,,,0.6188 ,0.0000 ,0.0005 ,,,,,,,,,,,,,,,
Q9H4L4,SENP3,,,,0.3886 ,0.0077 ,0.0354 ,,,,,,,,,,,,,,,,,,
Q9H4L7,SMARCAD1,,,,,,,0.5491 ,0.0008 ,0.0058 ,,,,,,,,,,,,,,,
Q9H4M7,PLEKHA4,,,,,,,,,,,,,0.5536 ,0.0051 ,0.0276 ,,,,,,,,,
Q9H4M9,EHD1,-0.7238 ,0.0008 ,0.0081 ,,,,,,,,,,,,,,,,,,,,,
Q9H4P4,RNF41,,,,,,,,,,,,,0.7102 ,0.0000 ,0.0000 ,0.4877 ,0.0002 ,0.0108 ,,,,,,
Q9H501,ESF1,,,,,,,0.7583 ,0.0001 ,0.0010 ,,,,,,,,,,,,,,,
Q9H511,KLHL31,,,,,,,,,,0.4313 ,0.0102 ,0.0410 ,,,,,,,,,,,,
Q9H553,ALG2,0.3191 ,0.0060 ,0.0340 ,,,,,,,,,,,,,,,,,,,0.4911 ,0.0019 ,0.0170 
Q9H583,HEATR1,0.3787 ,0.0097 ,0.0477 ,,,,0.4935 ,0.0035 ,0.0176 ,,,,,,,,,,,,,,,
Q9H5H4,ZNF768,,,,-1.3932 ,0.0010 ,0.0081 ,,,,,,,,,,,,,,,,,,
Q9H5N1,RABEP2,,,,-0.5742 ,0.0045 ,0.0242 ,,,,,,,,,,,,,,,,,,
Q9H5Q4,TFB2M,,,,,,,0.5416 ,0.0000 ,0.0003 ,,,,-0.3122 ,0.0025 ,0.0157 ,,,,,,,,,
Q9H5V8,CDCP1,,,,,,,,,,,,,0.5702 ,0.0050 ,0.0272 ,,,,,,,,,
Q9H6E4,CCDC134,,,,,,,0.3500 ,0.0094 ,0.0371 ,,,,,,,,,,,,,,,
Q9H6F5,CCDC86,0.2789 ,0.0045 ,0.0278 ,,,,0.5955 ,0.0011 ,0.0070 ,,,,,,,,,,,,,,,
Q9H6H4,REEP4,,,,0.2683 ,0.0028 ,0.0170 ,,,,,,,,,,,,,,,,,,
Q9H6K4,OPA3,,,,0.6533 ,0.0003 ,0.0037 ,,,,,,,,,,,,,,,,,,
Q9H6P5,TASP1,,,,0.5477 ,0.0007 ,0.0063 ,,,,,,,,,,,,,,,,,,
Q9H6R0,DHX33,0.5184 ,0.0075 ,0.0403 ,,,,0.7629 ,0.0010 ,0.0065 ,,,,,,,,,,,,,,,
Q9H6R3,ACSS3,,,,,,,0.3444 ,0.0000 ,0.0004 ,0.3541 ,0.0000 ,0.0000 ,,,,,,,,,,,,
Q9H6R4,NOL6,,,,,,,0.5056 ,0.0056 ,0.0250 ,,,,,,,,,,,,,0.2664 ,0.0040 ,0.0276 
Q9H6S0,YTHDC2,,,,0.3929 ,0.0070 ,0.0328 ,0.4574 ,0.0000 ,0.0005 ,0.4141 ,0.0017 ,0.0112 ,0.2760 ,0.0002 ,0.0021 ,,,,,,,,,
Q9H6U8,ALG9,,,,0.5416 ,0.0002 ,0.0024 ,,,,,,,0.3516 ,0.0045 ,0.0249 ,,,,,,,,,
Q9H6W3,RIOX1,,,,,,,0.5658 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
Q9H773,DCTPP1,,,,-0.7528 ,0.0009 ,0.0076 ,,,,,,,,,,,,,,,,,,
Q9H777,ELAC1,,,,-0.7060 ,0.0030 ,0.0179 ,,,,,,,,,,,,,,,,,,
Q9H788,SH2D4A,,,,0.5642 ,0.0065 ,0.0312 ,,,,,,,,,,,,,,,,,,
Q9H7B2,RPF2,1.0825 ,0.0078 ,0.0413 ,,,,,,,,,,,,,,,,,,,0.8714 ,0.0003 ,0.0064 
Q9H7C4,SYNC,,,,,,,,,,0.5405 ,0.0000 ,0.0005 ,,,,,,,,,,,,
Q9H7C9,AAMDC,,,,,,,,,,0.4145 ,0.0001 ,0.0017 ,,,,,,,,,,,,
Q9H7D0,DOCK5,,,,,,,,,,,,,0.2637 ,0.0005 ,0.0050 ,,,,,,,0.3305 ,0.0078 ,0.0424 
Q9H7D7,WDR26,,,,0.3049 ,0.0004 ,0.0045 ,0.5061 ,0.0000 ,0.0000 ,0.3606 ,0.0003 ,0.0032 ,,,,,,,,,,0.5229 ,0.0023 ,0.0198 
Q9H7F0,ATP13A3,,,,1.1976 ,0.0003 ,0.0038 ,,,,,,,,,,,,,,,,,,
Q9H7M9,VSIR,,,,,,,0.3512 ,0.0044 ,0.0208 ,,,,,,,,,,,,,,,
Q9H7N4,SCAF1,,,,,,,,,,0.3921 ,0.0048 ,0.0235 ,,,,,,,,,,,,
Q9H7P6,MVB12B,,,,,,,,,,0.4298 ,0.0002 ,0.0025 ,,,,,,,,,,,,
Q9H7Z3,NRDE2,0.3388 ,0.0035 ,0.0233 ,,,,,,,,,,,,,,,,,,,,,
Q9H7Z7,PTGES2,,,,0.5282 ,0.0000 ,0.0001 ,0.5864 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.4072 ,0.0087 ,0.0454 
Q9H845,ACAD9,0.5534 ,0.0001 ,0.0022 ,0.5732 ,0.0000 ,0.0000 ,0.5914 ,0.0003 ,0.0024 ,,,,,,,,,,,,,,,
Q9H857,NT5DC2,,,,,,,,,,,,,0.5511 ,0.0000 ,0.0000 ,,,,,,,,,
Q9H871,RMND5A,0.3958 ,0.0005 ,0.0062 ,,,,,,,,,,,,,,,,,,,,,
Q9H8H0,NOL11,0.3928 ,0.0029 ,0.0206 ,0.3036 ,0.0080 ,0.0363 ,0.6111 ,0.0000 ,0.0000 ,,,,0.2676 ,0.0019 ,0.0130 ,,,,,,,,,
Q9H8H2,DDX31,0.6431 ,0.0000 ,0.0007 ,,,,,,,,,,,,,,,,,,,0.6803 ,0.0001 ,0.0025 
Q9H8H3,METTL7A,,,,0.6795 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,,0.9862 ,0.0003 ,0.0060 
Q9H8L6,MMRN2,,,,,,,,,,0.2775 ,0.0000 ,0.0002 ,,,,,,,,,,,,
Q9H8M7,MINDY3,-0.3901 ,0.0005 ,0.0059 ,-0.5423 ,0.0002 ,0.0025 ,0.3017 ,0.0129 ,0.0475 ,,,,-0.3816 ,0.0027 ,0.0167 ,,,,,,,,,
Q9H8W4,PLEKHF2,-0.3964 ,0.0044 ,0.0276 ,,,,,,,,,,,,,,,,,,,,,
Q9H8Y5,ANKZF1,,,,,,,0.4108 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,
Q9H8Y8,GORASP2,0.4912 ,0.0081 ,0.0423 ,-0.7909 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,-0.3088 ,0.0090 ,0.0464 
Q9H910,JPT2,,,,-0.4571 ,0.0014 ,0.0102 ,,,,,,,,,,,,,,,,,,
Q9H920,RNF121,,,,,,,,,,,,,0.8268 ,0.0108 ,0.0479 ,,,,,,,,,
Q9H936,SLC25A22,,,,,,,,,,0.3995 ,0.0004 ,0.0036 ,0.3687 ,0.0067 ,0.0337 ,,,,,,,,,
Q9H939,PSTPIP2,,,,,,,0.6613 ,0.0000 ,0.0000 ,,,,0.8439 ,0.0000 ,0.0000 ,,,,,,,,,
Q9H974,QTRT2,,,,,,,0.4550 ,0.0001 ,0.0014 ,,,,,,,,,,,,,,,
Q9H977,WDR54,,,,,,,,,,,,,-0.4022 ,0.0001 ,0.0010 ,,,,,,,,,
Q9H981,ACTR8,,,,0.4275 ,0.0004 ,0.0043 ,,,,,,,,,,,,,,,,,,
Q9H992,MARCHF7,,,,,,,,,,0.3998 ,0.0000 ,0.0006 ,,,,,,,,,,,,
Q9H993,ARMT1,,,,-0.9271 ,0.0000 ,0.0000 ,,,,-0.4102 ,0.0008 ,0.0063 ,-0.4847 ,0.0000 ,0.0005 ,-0.5299 ,0.0000 ,0.0015 ,,,,,,
Q9H9B4,SFXN1,0.5774 ,0.0000 ,0.0004 ,0.3198 ,0.0041 ,0.0224 ,,,,,,,,,,,,,,,,0.6027 ,0.0063 ,0.0367 
Q9H9E3,COG4,,,,,,,0.4138 ,0.0004 ,0.0033 ,,,,,,,,,,,,,,,
Q9H9H4,VPS37B,,,,,,,,,,0.6200 ,0.0101 ,0.0408 ,,,,,,,,,,,,
Q9H9J2,MRPL44,,,,0.4057 ,0.0003 ,0.0037 ,0.3196 ,0.0045 ,0.0213 ,,,,,,,,,,,,,,,
Q9H9P8,L2HGDH,,,,,,,,,,,,,-0.2752 ,0.0078 ,0.0379 ,,,,,,,0.6449 ,0.0009 ,0.0109 
Q9H9Q4,NHEJ1,,,,,,,,,,0.3618 ,0.0003 ,0.0028 ,,,,,,,,,,,,
Q9H9S4,CAB39L,-0.4671 ,0.0032 ,0.0220 ,,,,,,,0.2709 ,0.0011 ,0.0081 ,,,,,,,,,,,,
Q9H9Y4,GPN2,,,,,,,,,,,,,-0.3656 ,0.0052 ,0.0278 ,,,,,,,,,
